date,tavg,tmin,tmax,prcp,wdir,wspd,pres
2019-09-22,68.9,59.0,81.0,0.0,188.92857142857142,5.3,1012.8
2019-09-23,70.0,60.1,82.9,0.0,189.14285714285714,6.5,1013.9
2019-09-24,76.6,61.0,95.0,0.0,189.35714285714286,5.2,1013.6
2019-09-25,80.1,66.0,98.1,0.0,189.57142857142858,4.3,1007.8
2019-09-26,73.2,66.9,82.0,0.0,189.78571428571428,13.2,1009.95
2019-09-27,68.0,59.0,75.9,0.0,190.0,10.9,1012.1
2019-09-28,60.4,54.0,69.1,0.0,189.203125,10.4,1008.9
2019-09-29,58.5,48.9,68.0,0.0,188.40625,7.3,1013.0
2019-09-30,58.5,52.0,66.9,0.0,187.609375,8.4,1014.9
2019-10-01,57.9,46.9,69.1,0.0,186.8125,6.1,1015.0
2019-10-02,60.8,48.9,75.9,0.0,186.015625,6.3,1015.9
2019-10-03,59.5,48.9,72.0,0.0,185.21875,5.7,1015.8
2019-10-04,59.7,48.0,75.0,0.0,184.421875,6.0,1019.5
2019-10-05,63.5,50.0,80.1,0.0,183.625,5.0,1018.7
2019-10-06,68.0,52.0,84.9,0.0,182.828125,3.0,1016.0
2019-10-07,70.5,57.9,87.1,0.0,182.03125,4.3,1014.0
2019-10-08,67.8,55.0,86.0,0.0,181.234375,4.5,1011.2
2019-10-09,62.8,55.0,73.0,0.0,180.4375,7.3,1011.9
2019-10-10,65.7,55.0,78.1,0.0,179.640625,5.8,1014.3
2019-10-11,63.7,50.0,80.1,0.0,178.84375,3.4,1015.2
2019-10-12,63.3,48.0,79.0,0.0,178.046875,4.7,1012.3
2019-10-13,61.0,50.0,75.0,0.0,177.25,4.7,1010.9
2019-10-14,58.6,46.9,73.9,0.0,176.453125,4.4,1014.3
2019-10-15,58.6,51.1,71.1,0.0,175.65625,4.2,1017.7
2019-10-16,58.8,50.0,69.1,0.0,174.859375,3.9,1015.1
2019-10-17,61.7,57.0,69.1,0.0,174.0625,10.7,1014.2
2019-10-18,59.0,48.0,70.0,0.0,173.265625,5.3,1018.1
2019-10-19,58.6,48.0,73.0,0.0,172.46875,5.3,1018.6
2019-10-20,61.7,53.1,73.9,0.0,171.671875,6.0,1019.5
2019-10-21,65.8,53.1,82.9,0.0,170.875,4.8,1020.3
2019-10-22,69.1,54.0,84.9,0.0,170.078125,4.9,1020.0
